Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Rating,Ratings Count,Genres,Has Score,Rating Category
PS3,Grand Theft Auto V,Rockstar Games,Rockstar North,0.0,20320000.0,6370000.0,9850000.0,990000.0,3120000.0,2013-09-17,4.47,7225.0,Action,1,Excelente
PS4,Grand Theft Auto V,Rockstar Games,Rockstar North,0.0,19390000.0,6060000.0,9710000.0,600000.0,3020000.0,2014-11-18,4.47,7225.0,Action,1,Excelente
PS4,Call of Duty: Black Ops 3,Activision,Treyarch,0.0,15090000.0,6180000.0,6050000.0,410000.0,2440000.0,2015-11-06,,,Unknown,0,Sem Avaliação
PS4,Red Dead Redemption 2,Rockstar Games,Rockstar Games,0.0,13940000.0,5260000.0,6210000.0,210000.0,2260000.0,2018-10-26,4.59,5357.0,Action,1,Excelente
PS3,Call of Duty: Black Ops II,Activision,Treyarch,0.0,13800000.0,4990000.0,5880000.0,650000.0,2280000.0,2012-11-13,3.96,1417.0,"Shooter, Action",1,Bom
PS4,Call of Duty: WWII,Activision,Sledgehammer Games,0.0,13400000.0,4670000.0,6210000.0,400000.0,2120000.0,2017-11-03,3.54,1171.0,"Shooter, Action",1,Bom
PS3,Call of Duty: Modern Warfare 3,Activision,Infinity Ward,0.0,13350000.0,5540000.0,5780000.0,490000.0,1540000.0,2011-11-08,3.78,1627.0,"Shooter, Action",1,Bom
PS3,Call of Duty: Black Ops,Activision,Treyarch,0.0,12670000.0,6010000.0,4400000.0,480000.0,1780000.0,2010-11-09,4.05,1846.0,"Shooter, Action",1,Excelente
PS4,FIFA 18,EA Sports,EA Vancouver,0.0,11800000.0,1270000.0,8640000.0,150000.0,1730000.0,2017-09-29,3.36,700.0,Sports,1,Bom
PS4,FIFA 17,Electronic Arts,EA Canada,0.0,10940000.0,1260000.0,7950000.0,120000.0,1610000.0,2016-09-27,3.31,588.0,Sports,1,Bom
PS3,Call of Duty: Modern Warfare 2,Activision,Infinity Ward,0.0,10610000.0,4990000.0,3660000.0,380000.0,1590000.0,2009-11-10,4.27,2049.0,Shooter,1,Excelente
PS3,Grand Theft Auto IV,Rockstar Games,Rockstar North,0.0,10570000.0,4790000.0,3730000.0,440000.0,1620000.0,2008-04-29,4.26,3068.0,Action,1,Excelente
PS4,Uncharted 4: A Thief's End,Sony Interactive Entertainment,Naughty Dog,18650000.0,10330000.0,4490000.0,3930000.0,210000.0,1700000.0,2016-05-10,,,Unknown,0,Sem Avaliação
PS3,Call of Duty: Ghosts,Activision,Infinity Ward,0.0,10130000.0,4110000.000000001,4010000.0,390000.0,1620000.0,2013-11-05,3.15,842.0,"Shooter, Action",1,Bom
PS4,Call of Duty: Black Ops IIII,Activision,Treyarch,0.0,9320000.0,4050000.0,3280000.0,500000.0,1490000.0,2018-10-12,,,Unknown,0,Sem Avaliação
PS4,FIFA 19,Electronic Arts,EA Sports,0.0,9150000.0,840000.0,6870000.0,100000.0,1340000.0,2018-09-28,3.31,650.0,"Simulation, Sports",1,Bom
PS4,Marvel's Spider-Man,Sony Interactive Entertainment,Insomniac Games,22690000.0,8760000.0,3640000.0,3390000.0,320000.0,1410000.0,2018-09-07,4.45,3652.0,Action,1,Excelente
PS4,Call of Duty: Infinite Warfare,Activision,Infinity Ward,0.0,8480000.0,3110000.0,3830000.0,190000.0,1360000.0,2016-11-04,3.58,627.0,"Shooter, Action",1,Bom
PS4,Fallout 4,Bethesda Softworks,Bethesda Game Studios,0.0,8480000.0,2910000.0,3970000.0,270000.0,1340000.0,2015-11-10,3.81,3385.0,"Action, RPG",1,Bom
PS4,FIFA 16,EA Sports,EA Canada,0.0,8220000.000000001,1150000.0,5770000.0,70000.0,1230000.0,2015-09-22,,,Unknown,0,Sem Avaliação
PS4,Star Wars Battlefront (2015),Electronic Arts,EA DICE,0.0,8029999.999999999,3310000.0,3190000.0,230000.0,1300000.0,2015-11-17,,,Unknown,0,Sem Avaliação
PS3,FIFA 13,EA Sports,EA Canada,0.0,8010000.0,1070000.0,5130000.0,130000.0,1680000.0,2012-09-25,3.75,166.0,Sports,1,Bom
PS4,Call of Duty: Advanced Warfare,Activision,Sledgehammer Games,0.0,7530000.0,2840000.0,3340000.0,140000.0,1220000.0,2014-11-04,3.47,862.0,"Shooter, Action",1,Bom
PS4,Battlefield 1,Electronic Arts,EA DICE,0.0,7260000.0,2200000.0,3650000.0,290000.0,1120000.0,2016-10-21,3.84,1960.0,"Shooter, Action",1,Bom
PS3,Battlefield 3,Electronic Arts,Dice,0.0,7210000.0,2860000.0,2940000.0,350000.0,1070000.0,2011-10-25,4.07,1356.0,"Shooter, Action",1,Excelente
PS4,The Last of Us Remastered,Sony Computer Entertainment,Naughty Dog,18630000.0,6770000.0,2700000.0,2860000.0,110000.0,1100000.0,2014-07-29,4.69,2842.0,"Adventure, Action",1,Excelente
PS3,Uncharted 2: Among Thieves,Sony Computer Entertainment,Naughty Dog,0.0,6740000.0,3280000.0,2220000.0,210000.0,1020000.0,2009-10-13,4.39,1775.0,"Shooter, Action",1,Excelente
PS3,Call of Duty 4: Modern Warfare,Activision,Infinity Ward,0.0,6720000.0,3130000.0,2270000.0,280000.0,1040000.0,2007-11-05,4.39,1813.0,"Shooter, Action",1,Excelente
PS3,FIFA Soccer 12,EA Sports,EA Canada,0.0,6650000.0,840000.0,4330000.0,110000.0,1370000.0,2011-09-27,,,Unknown,0,Sem Avaliação
PS3,FIFA 14,EA Sports,EA Canada,0.0,6610000.0,790000.0,4770000.0,70000.0,980000.0,2013-09-24,3.43,458.0,Sports,1,Bom
PS3,Red Dead Redemption,Rockstar Games,Rockstar San Diego,0.0,6570000.0,2820000.0,2580000.0,170000.0,1000000.0,2011-10-11,4.42,2158.0,"Shooter, Action",1,Excelente
PS3,Assassin's Creed III,Ubisoft,Ubisoft Montreal,0.0,6500000.0,2650000.0,2610000.0,160000.0,1080000.0,2012-10-30,,,Unknown,0,Sem Avaliação
PS3,The Elder Scrolls V: Skyrim,Bethesda Softworks,Bethesda Game Studios,0.0,6490000.0,2570000.0,2680000.0,250000.0,990000.0,2011-11-11,4.42,4834.0,"Action, RPG",1,Excelente
PS4,Minecraft,Sony Computer Entertainment,Mojang,0.0,6330000.0,1890000.0,3130000.0,350000.0,960000.0,2014-10-07,4.43,3056.0,"Action, Arcade, Simulation, Indie, Massively Multiplayer",1,Excelente
PS4,FIFA 15,EA Sports,EA Canada,0.0,6320000.0,830000.0,4490000.0,50000.0,940000.0,2014-09-23,3.37,509.0,Sports,1,Bom
PS4,God of War (2018),Sony Interactive Entertainment,SIE Santa Monica Studio,21020000.0,6150000.0,2830000.0,2170000.0,130000.0,1020000.0,2018-04-20,4.55,5051.0,Action,1,Excelente
PS3,Minecraft,Sony Computer Entertainment America,Mojang,0.0,6050000.0,2210000.0,2860000.0,0.0,990000.0,2014-05-16,4.43,3056.0,"Action, Arcade, Simulation, Indie, Massively Multiplayer",1,Excelente
PS4,Horizon: Zero Dawn,Sony Interactive Entertainment,Guerrilla Games,19300000.0,5820000.0,2200000.0,2430000.0,280000.0,920000.0,2017-02-28,,,Unknown,0,Sem Avaliação
PS4,Destiny,Activision,Bungie,0.0,5760000.0,2530000.0,2130000.0,160000.0,940000.0,2014-09-09,3.69,1062.0,"Shooter, Action",1,Bom
PS4,Uncharted: The Nathan Drake Collection,Sony Computer Entertainment,Bluepoint Games,9980000.0,5700000.0,2550000.0,2110000.0,100000.0,940000.0,2015-10-07,,,Unknown,0,Sem Avaliação
PS3,Assassin's Creed II,Ubisoft,Ubisoft Montreal,0.0,5570000.0,2540000.0,1950000.0,210000.0,860000.0,2009-11-17,4.42,2918.0,Action,1,Excelente
PS3,Batman: Arkham City,Warner Bros. Interactive,Rocksteady Studios,0.0,5540000.0,2720000.0,1890000.0,110000.0,820000.0,2011-10-18,4.41,2150.0,Action,1,Excelente
PS3,Call of Duty: World at War,Activision,Treyarch,0.0,5430000.0,2750000.0,1840000.0,0.0,840000.0,2008-11-10,3.95,1192.0,Shooter,1,Bom
PS4,The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,12400000.0,5390000.0,1480000.0,2820000.0,280000.0,810000.0,2015-05-19,4.64,7037.0,"Action, RPG",1,Excelente
PS3,Final Fantasy XIII,Square Enix,Square Enix,0.0,5350000.0,1750000.0,1230000.0,1870000.0,510000.0,2010-03-09,3.46,686.0,RPG,1,Bom
PS3,Resident Evil 5,Capcom,Capcom,0.0,5100000.0,1960000.0,1420000.0,1080000.0,640000.0,2009-03-13,3.82,1619.0,"Shooter, Action",1,Bom
PS3,FIFA Soccer 11,EA Sports,EA Canada,0.0,5080000.0,610000.0,3280000.0,60000.0,1120000.0,2010-09-28,,,Unknown,0,Sem Avaliação
PS4,Final Fantasy XV,Square Enix,Square Enix,0.0,5070000.0,1810000.0,1530000.0,1050000.0,680000.0,2016-11-29,3.87,1420.0,RPG,1,Bom
PS3,Uncharted: Drake's Fortune,Sony Computer Entertainment,Naughty Dog,0.0,4970000.0,2320000.0,1730000.0,120000.0,800000.0,2007-11-16,4.03,1465.0,"Shooter, Action",1,Excelente
PS4,Crash Bandicoot N. Sane Trilogy,Activision,Vicarious Visions,0.0,4830000.0,1090000.0,2920000.0,70000.0,740000.0,2017-06-30,4.13,638.0,"Platformer, Action",1,Excelente
PS3,Assassin's Creed,Ubisoft,Ubisoft Montreal,0.0,4830000.0,1910000.0,2010000.0,90000.0,820000.0,2007-11-13,3.92,1990.0,Action,1,Bom
PS4,Monster Hunter: World,Capcom,Capcom,4000000.0,4670000.0,1030000.0,1060000.0,2170000.0,420000.0,2018-01-26,4.01,1621.0,"Adventure, Action, RPG",1,Excelente
PS3,FIFA 15,EA Sports,EA Canada,0.0,4560000.0,590000.0,3250000.0,40000.0,680000.0,2014-09-23,3.37,509.0,Sports,1,Bom
PS4,Overwatch,Blizzard Entertainment,Blizzard Entertainment,0.0,4540000.0,1840000.0,1800000.0,170000.0,730000.0,2016-05-24,4.13,1134.0,"Casual, Shooter, Massively Multiplayer, Action",1,Excelente
PS4,Star Wars Battlefront II (2017),Electronic Arts,EA DICE,0.0,4530000.0,1700000.0,1990000.0,120000.0,730000.0,2017-11-17,,,Unknown,0,Sem Avaliação
PS4,Tom Clancy's The Division,Ubisoft,Massive Entertainment,0.0,4370000.0,1490000.0,2040000.0,160000.0,690000.0,2016-03-08,,,Unknown,0,Sem Avaliação
PS4,Tom Clancy's Rainbow Six: Siege,Ubisoft,Ubisoft Montreal,0.0,4360000.0,1290000.0,2060000.0,360000.0,640000.0,2015-12-01,,,Unknown,0,Sem Avaliação
PS4,Watch Dogs,Ubisoft,Ubisoft Montreal,0.0,4320000.0,1400000.0,2130000.0,110000.0,680000.0,2014-05-27,3.6,2193.0,"Adventure, Action",1,Bom
PS3,Batman: Arkham Asylum,Eidos Interactive,Rocksteady Studios,0.0,4280000.0,2260000.0,1330000.0,70000.0,630000.0,2009-08-25,4.4,2304.0,Action,1,Excelente
PS3,Call of Duty: Advanced Warfare,Activision,High Moon Studios,0.0,4270000.0,1590000.0,1810000.0,200000.0,670000.0,2014-11-04,3.47,862.0,"Shooter, Action",1,Bom
PS3,Assassin's Creed: Revelations,Ubisoft,Ubisoft Montreal,0.0,4230000.0,1410000.0,2030000.0,100000.0,690000.0,2011-11-15,,,Unknown,0,Sem Avaliação
PS3,Street Fighter IV,Capcom,Capcom / Dimps Corporation,0.0,4190000.000000001,2040000.0,1050000.0,590000.0,520000.0,2009-02-17,3.79,213.0,"Arcade, Action, Fighting",1,Bom
PS4,Call of Duty: Ghosts,Activision,Infinity Ward,0.0,4170000.0,1790000.0,1640000.0,50000.0,690000.0,2013-11-15,3.15,842.0,"Shooter, Action",1,Bom
PS4,Assassin's Creed: Unity,Ubisoft,Ubisoft Montreal,0.0,4140000.0,1250000.0,2160000.0,90000.0,650000.0,2014-11-11,,,Unknown,0,Sem Avaliação
PS4,Destiny 2,Activision,Bungie,0.0,4140000.0,1920000.0,1440000.0,100000.0,690000.0,2017-09-06,3.52,2653.0,"Shooter, Action",1,Bom
PS4,Batman: Arkham Knight,Warner Bros. Interactive,Rocksteady Studios,0.0,4110000.000000001,1650000.0,1680000.0,110000.0,660000.0,2015-06-23,4.24,2653.0,Action,1,Excelente
PS4,Assassin's Creed Origins,Ubisoft,Ubisoft Montreal,0.0,4060000.0,1220000.0,2110000.0,110000.0,630000.0,2017-10-27,3.97,2081.0,"Action, RPG",1,Bom
PS4,Far Cry 4,Ubisoft,Ubisoft Montreal,0.0,4060000.0,1180000.0,2140000.0,110000.0,630000.0,2014-11-18,3.82,1904.0,Shooter,1,Bom
PS3,Fallout 3,Bethesda Softworks,Bethesda Game Studios,0.0,4000000.0,2180000.0,1150000.0,70000.0,610000.0,2008-10-28,4.08,1923.0,"Shooter, RPG",1,Excelente
PS4,NBA 2K16,2K Sports,Visual Concepts,0.0,3980000.0,2560000.0,660000.0,50000.0,710000.0,2015-09-29,2.97,315.0,Sports,1,Regular
PS4,Far Cry 5,Ubisoft,Ubisoft,0.0,3950000.0,1440000.0,1730000.0,150000.0,620000.0,2018-03-27,3.72,2138.0,"Shooter, Action",1,Bom
PS4,Battlefield 4,Electronic Arts,EA DICE,0.0,3940000.0,1400000.0,1740000.0,190000.0,620000.0,2013-11-15,3.95,1591.0,Shooter,1,Bom
PS3,Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft Montreal,0.0,3940000.0,1340000.0,1860000.0,130000.0,620000.0,2013-10-29,,,Unknown,0,Sem Avaliação
PS3,Sports Champions,Sony Computer Entertainment,SCE San Diego Studio,0.0,3880000.0,2150000.0,1130000.0,100000.0,500000.0,2010-09-17,3.35,103.0,"Casual, Arcade, Sports",1,Bom
PS4,Gran Turismo Sport,Sony Interactive Entertainment,Polyphony Digital,12980000.0,3770000.0,630000.0,2350000.0,240000.0,540000.0,2017-10-17,3.92,556.0,Racing,1,Bom
PS3,Battlefield 4,Electronic Arts,EA DICE,0.0,3640000.0,1310000.0,1500000.0,270000.0,550000.0,2013-10-29,3.95,1591.0,Shooter,1,Bom
PS3,FIFA Soccer 10,EA Sports,EA Canada,0.0,3630000.0,600000.0,2460000.0,50000.0,520000.0,2009-10-20,,,Unknown,0,Sem Avaliação
PS4,Assassin's Creed Syndicate,Ubisoft,Ubisoft Quebec,0.0,3600000.0,900000.0,2060000.0,80000.0,550000.0,2015-10-23,3.66,1506.0,Action,1,Bom
PS4,NBA 2K17,2K Sports,Visual Concepts,0.0,3520000.0,2280000.0,590000.0,30000.0,630000.0,2016-09-16,3.33,133.0,"Action, Sports",1,Bom
PS4,Kingdom Hearts HD I.5 + II.5 ReMIX,Square Enix,Square Enix,3600000.0,3500000.0,1500000.0,1020000.0,460000.0,520000.0,2017-03-28,,,Unknown,0,Sem Avaliação
PS4,Mortal Kombat X,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,3490000.0,1940000.0,940000.0,0.0,610000.0,2015-04-14,3.86,2103.0,"Action, Fighting",1,Bom
PS3,LittleBigPlanet 2,Sony Computer Entertainment,Media Molecule,0.0,3430000.0,1830000.0,1070000.0,60000.0,470000.0,2011-01-18,4.09,395.0,"Arcade, Action",1,Excelente
PS4,FIFA 14,EA Sports,EA Canada,0.0,3430000.0,620000.0,2180000.0,120000.0,510000.0,2013-11-15,3.43,458.0,Sports,1,Bom
PS4,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,Bethesda Softworks,0.0,3360000.0,1240000.0,1500000.0,80000.0,540000.0,2016-10-28,4.45,1959.0,"Action, RPG",1,Excelente
PS4,Watch Dogs 2,Ubisoft,Ubisoft,0.0,3360000.0,980000.0,1740000.0,120000.0,520000.0,2016-11-15,3.84,1752.0,"Adventure, Action",1,Bom
PS4,NBA 2K18,2K Sports,Visual Concepts,0.0,3340000.0,2130000.0,570000.0,40000.0,590000.0,2017-09-19,3.19,148.0,"Action, Simulation, Sports",1,Bom
PS4,Resident Evil VII: Biohazard,Capcom,Capcom,3830000.0,3310000.0,880000.0,1560000.0,410000.0,460000.0,2017-01-24,,,Unknown,0,Sem Avaliação
PS4,Madden NFL 16,EA Sports,EA Tiburon,0.0,3300000.0,2390000.0,310000.0,0.0,610000.0,2015-08-25,2.94,64.0,Sports,1,Regular
PS4,Madden NFL 17,EA Sports,EA Tiburon,0.0,3280000.0,2300000.0,370000.0,0.0,600000.0,2016-08-23,3.01,68.0,Sports,1,Bom
PS3,Far Cry 3,Ubisoft,Ubisoft Montreal,0.0,3270000.0,880000.0,1790000.0,100000.0,500000.0,2012-12-04,4.26,2945.0,"Shooter, Action",1,Excelente
PS3,L.A. Noire,Rockstar Games,Team Bondi,0.0,3210000.0,1290000.0,1310000.0,120000.0,490000.0,2011-11-15,4.16,2052.0,"Adventure, Action",1,Excelente
PS4,Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,Monolith Productions,2880000.0,3190000.0,1030000.0,1600000.0,50000.0,510000.0,2014-09-30,3.91,2529.0,"Action, RPG",1,Bom
PS4,Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft Montreal,0.0,3190000.0,1070000.0,1550000.0,60000.0,510000.0,2013-11-15,,,Unknown,0,Sem Avaliação
PS4,Assassin's Creed Odyssey,Ubisoft,Ubisoft Quebec,0.0,3180000.0,1180000.0,1400000.0,90000.0,510000.0,2018-10-05,3.98,2085.0,"Action, RPG",1,Bom
PS3,Fallout: New Vegas,Bethesda Softworks,Obsidian Entertainment,0.0,3170000.0,1540000.0,1040000.0,100000.0,490000.0,2010-10-19,4.43,2584.0,"Shooter, Action, RPG",1,Excelente
PS3,Resident Evil 6,Capcom,Capcom,0.0,3120000.0,880000.0,970000.0,880000.0,390000.0,2012-10-02,3.43,1265.0,"Shooter, Action",1,Bom
PS4,Tom Clancy's Ghost Recon Wildlands,Ubisoft,Ubisoft Paris,0.0,3120000.0,1070000.0,1350000.0,220000.0,470000.0,2017-03-07,3.57,717.0,"Shooter, Massively Multiplayer, Action",1,Bom
PS3,The Elder Scrolls IV: Oblivion,Bethesda Softworks,4J Studios,0.0,3120000.0,1690000.0,860000.0,140000.0,440000.0,2007-03-20,4.33,950.0,"Indie, Adventure, RPG",1,Excelente
PS4,Bloodborne,Sony Computer Entertainment,From Software,7650000.0,3110000.0,1300000.0,1050000.0,280000.0,480000.0,2015-03-24,4.41,2439.0,"Action, RPG",1,Excelente
PS4,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,Kojima Productions,0.0,3040000.0,970000.0,1150000.0,500000.0,420000.0,2015-09-01,4.16,2514.0,"Shooter, Action",1,Excelente
PS4,Killzone: Shadow Fall,Sony Computer Entertainment,Guerrilla Games,2100000.0,3020000.0,890000.0,1580000.0,80000.0,470000.0,2013-11-15,,,Unknown,0,Sem Avaliação
PS4,inFAMOUS: Second Son,Sony Computer Entertainment,Sucker Punch,5300000.0,3010000.0,1350000.0,1090000.0,70000.0,500000.0,2014-03-21,,,Unknown,0,Sem Avaliação
PS3,Battlefield: Bad Company 2,Electronic Arts,EA Digital Illusions CE,0.0,2960000.0,1330000.0,1110000.0,80000.0,440000.0,2010-03-02,4.13,912.0,"Shooter, Action",1,Excelente
PS4,Doom (2016),Bethesda Softworks,id Software,0.0,2920000.0,930000.0,1480000.0,40000.0,460000.0,2016-05-13,4.38,3589.0,"Shooter, Action",1,Excelente
PS3,Mortal Kombat (2011),Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,2900000.0,1980000.0,540000.0,0.0,380000.0,2011-04-19,4.32,34.0,Fighting,1,Excelente
PS4,Mafia III,2K Games,Hangar 13,0.0,2870000.0,720000.0,1670000.0,40000.0,440000.0,2016-10-07,3.14,1359.0,"Adventure, Action",1,Bom
PS3,Assassin's Creed: Brotherhood,Ubisoft,Ubisoft Montreal,0.0,2850000.0,1870000.0,570000.0,110000.0,300000.0,2010-11-16,,,Unknown,0,Sem Avaliação
PS4,Diablo III: Ultimate Evil Edition,Blizzard Entertainment,Blizzard Entertainment,0.0,2820000.0,830000.0,1480000.0,80000.0,440000.0,2014-08-19,4.05,20.0,"Action, RPG",1,Excelente
PS3,Medal of Honor,Electronic Arts,EA Los Angeles,0.0,2820000.0,1280000.0,1040000.0,70000.0,430000.0,2010-10-12,3.28,706.0,Shooter,1,Bom
PS3,Killzone 3,Sony Computer Entertainment,Guerrilla Games,0.0,2810000.0,1460000.0,870000.0,90000.0,380000.0,2011-02-22,3.94,206.0,"Shooter, Action",1,Bom
PS3,Need for Speed: Hot Pursuit,Electronic Arts,Criterion Games,0.0,2810000.0,1050000.0,1240000.0,30000.0,490000.0,2010-11-16,3.86,772.0,"Racing, Arcade",1,Bom
PS3,Need for Speed: Most Wanted (2012),Electronic Arts,Criterion Games,0.0,2740000.0,710000.0,1520000.0,60000.0,450000.0,2012-10-30,,,Unknown,0,Sem Avaliação
PS4,Far Cry: Primal,Ubisoft,Ubisoft Montreal,0.0,2730000.0,630000.0,1610000.0,70000.0,410000.0,2016-02-23,,,Unknown,0,Sem Avaliação
PS4,Need for Speed (2015),Electronic Arts,Ghost Games,0.0,2720000.0,590000.0,1660000.0,60000.0,410000.0,2015-11-03,,,Unknown,0,Sem Avaliação
PS3,Madden NFL 13,EA Sports,EA Tiburon,0.0,2710000.0,2120000.0,240000.0,0.0,360000.0,2012-08-28,2.66,41.0,Sports,1,Regular
PS3,Final Fantasy XIII-2,Square Enix,Square Enix,0.0,2660000.0,780000.0,750000.0,890000.0,230000.0,2012-01-31,3.55,299.0,RPG,1,Bom
PS3,Need for Speed: Shift,Electronic Arts,Slightly Mad Studios,0.0,2650000.0,690000.0,1400000.0,40000.0,520000.0,2009-09-15,3.56,406.0,Racing,1,Bom
PS3,NBA 2K13,2K Sports,Visual Concepts,0.0,2630000.0,1740000.0,460000.0,50000.0,390000.0,2012-10-02,3.63,62.0,Sports,1,Bom
PS4,NBA 2K19,2K Sports,Visual Concepts,0.0,2630000.0,1690000.0,440000.0,30000.0,470000.0,2018-09-11,3.3,202.0,"Action, Simulation, Sports",1,Bom
PS4,Madden NFL 18,EA Sports,EA Tiburon,0.0,2620000.0,1730000.0,420000.0,0.0,470000.0,2017-08-25,3.28,81.0,Sports,1,Bom
PS3,FIFA Soccer 09,Electronic Arts,EA Canada,0.0,2590000.0,490000.0,1630000.0,40000.0,430000.0,2008-10-14,,,Unknown,0,Sem Avaliação
PS3,FIFA 16,EA Sports,EA Canada,0.0,2550000.0,430000.0,1680000.0,50000.0,380000.0,2015-09-22,,,Unknown,0,Sem Avaliação
PS3,Tomb Raider (2013),Square Enix,Crystal Dynamics,0.0,2510000.0,600000.0,1450000.0,80000.0,380000.0,2013-03-05,4.06,4046.0,Action,1,Excelente
PS3,Midnight Club: Los Angeles,Rockstar Games,Rockstar San Diego,0.0,2500000.0,1590000.0,540000.0,50000.0,330000.0,2008-10-20,3.84,178.0,"Racing, Arcade",1,Bom
PS4,NBA 2K15,2K Sports,Visual Concepts,0.0,2490000.0,1490000.0,550000.0,10000.0,440000.0,2014-10-07,3.43,111.0,Sports,1,Bom
PS3,Saints Row: The Third,THQ,Volition Inc.,0.0,2480000.0,860000.0,1060000.0,180000.0,370000.0,2011-11-15,3.95,2061.0,"Adventure, Action",1,Bom
PS4,Dying Light,Warner Bros. Interactive,Techland,0.0,2450000.0,1180000.0,740000.0,130000.0,400000.0,2015-01-27,4.1,1389.0,"Adventure, Action, RPG",1,Excelente
PS4,Dark Souls III,Namco Bandai Games,From Software,3910000.0,2420000.0,1000000.0,630000.0,440000.0,340000.0,2016-04-12,4.4,2740.0,"Action, RPG",1,Excelente
PS3,Pro Evolution Soccer 2011,Konami,Konami,0.0,2410000.0,290000.0,1180000.0,540000.0,410000.0,2010-10-05,3.77,74.0,Sports,1,Bom
PS3,Madden NFL 11,EA Sports,EA Tiburon,0.0,2400000.0,2050000.0,150000.0,0.0,200000.0,2010-08-10,2.98,39.0,"Simulation, Sports",1,Regular
PS3,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0.0,2400000.0,1080000.0,880000.0,40000.0,400000.0,2013-10-25,3.95,1576.0,Action,1,Bom
PS4,Ratchet & Clank (2016),Sony Interactive Entertainment,Insomniac Games,7060000.0,2380000.0,970000.0,970000.0,60000.0,390000.0,2016-04-12,,,Unknown,0,Sem Avaliação
PS4,Uncharted: The Lost Legacy,Sony Interactive Entertainment,Naughty Dog,5340000.0,2370000.0,580000.0,1380000.0,40000.0,360000.0,2017-08-22,4.27,1260.0,"Adventure, Action",1,Excelente
PS4,Driveclub,Sony Computer Entertainment,Evolution Studios,4970000.0,2370000.0,370000.0,1630000.0,20000.0,360000.0,2014-10-07,3.51,443.0,Racing,1,Bom
PS3,Madden NFL 10,EA Sports,EA Tiburon,0.0,2370000.0,2030000.0,130000.0,0.0,210000.0,2009-08-14,2.63,38.0,Sports,1,Regular
PS3,Sonic's Ultimate Genesis Collection,Sega,Backbone Entertainment,0.0,2360000.0,1390000.0,640000.0,0.0,330000.0,2009-02-10,3.86,20.0,"Casual, Platformer, Adventure",1,Bom
PS4,Dragon Age: Inquisition,Electronic Arts,BioWare Edmonton,0.0,2340000.0,1070000.0,800000.0,80000.0,380000.0,2014-11-18,3.8,1552.0,"Strategy, Action, RPG",1,Bom
PS3,LEGO Star Wars: The Complete Saga,LucasArts,Traveller's Tales,0.0,2310000.0,1020000.0,930000.0,0.0,360000.0,2007-11-06,,,Unknown,0,Sem Avaliação
PS3,Dead Island,Deep Silver,Techland,0.0,2290000.0,1080000.0,740000.0,150000.0,320000.0,2011-09-06,3.48,1356.0,"Shooter, Action, RPG",1,Bom
PS3,Pro Evolution Soccer 2010,Konami,Konami,0.0,2280000.0,300000.0,1270000.0,460000.0,260000.0,2009-11-03,3.8,100.0,Sports,1,Bom
PS3,Borderlands 2,2K Games,Gearbox Software,0.0,2270000.0,1060000.0,750000.0,100000.0,360000.0,2012-09-18,4.02,3281.0,"Shooter, Action, RPG",1,Excelente
PS3,Madden NFL 12,EA Sports,EA Tiburon,0.0,2270000.0,1930000.0,150000.0,0.0,180000.0,2011-08-30,2.79,34.0,Sports,1,Regular
PS4,No Man's Sky,Hello Games,Hello Games,0.0,2260000.0,890000.0,970000.0,40000.0,370000.0,2016-08-09,3.71,1565.0,"Adventure, Action, RPG, Simulation, Indie, Massively Multiplayer",1,Bom
PS3,Guitar Hero III: Legends of Rock,RedOctane,Neversoft,0.0,2250000.0,1400000.0,530000.0,20000.0,300000.0,2007-10-28,4.4,237.0,Arcade,1,Excelente
PS4,Madden NFL 15,EA Sports,EA Tiburon,0.0,2250000.0,1580000.0,250000.0,0.0,410000.0,2014-08-26,2.86,65.0,Sports,1,Regular
PS3,NBA 2K14,2K Sports,Visual Concepts,0.0,2220000.0,1450000.0,340000.0,40000.0,390000.0,2013-10-01,3.31,156.0,Sports,1,Bom
PS4,Battlefield V,Electronic Arts,EA DICE,0.0,2220000.0,800000.0,930000.0,160000.0,340000.0,2018-11-20,3.51,1003.0,"Massively Multiplayer, Shooter, Adventure, Action",1,Bom
PS3,Star Wars: The Force Unleashed,LucasArts,LucasArts,0.0,2220000.0,1010000.0,860000.0,0.0,350000.0,2008-09-16,3.87,466.0,"Adventure, Action",1,Bom
PS4,Madden NFL 19,EA Sports,EA Tiburon,0.0,2210000.0,1630000.0,180000.0,0.0,410000.0,2018-08-10,3.19,73.0,"Action, Simulation, Sports",1,Bom
PS3,Pro Evolution Soccer 2012,Konami,Konami,0.0,2190000.0,340000.0,970000.0,550000.0,320000.0,2011-09-27,3.73,77.0,Sports,1,Bom
