Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Rating,Ratings Count,Genres,Has Score,Rating Category
PS4,Prey (2017),Bethesda Softworks,Arkane Studios,0.0,1040000.0,250000.0,620000.0,20000.0,160000.0,2017-05-05,,,Unknown,0,Sem Avaliação
PS3,Aliens vs Predator,Sega,Rebellion Developments,0.0,1040000.0,410000.0,460000.0,0.0,180000.0,2010-02-16,,,Unknown,0,Sem Avaliação
PS3,Sleeping Dogs,Square Enix,United Front Games,0.0,1040000.0,310000.0,500000.0,50000.0,170000.0,2012-08-14,4.14,1313.0,"Adventure, Action",1,Excelente
PS3,Tom Clancy's Ghost Recon Advanced Warfighter 2,Ubisoft,Red Storm Entertainment / Ubisoft Paris,0.0,1030000.0,340000.0,480000.0,20000.0,190000.0,2007-08-23,3.42,107.0,"Shooter, Strategy, Action",1,Bom
PS4,Nioh,Sony Interactive Entertainment,Team Ninja,2900000.0,1030000.0,340000.0,360000.0,200000.0,140000.0,2017-02-07,3.81,688.0,"Action, RPG",1,Bom
PS3,Sonic Unleashed,Sega,Sonic Team,0.0,1030000.0,560000.0,320000.0,10000.0,140000.0,2008-12-09,3.44,191.0,"Arcade, Adventure, Action",1,Bom
PS3,LEGO Indiana Jones: The Original Adventures,LucasArts,Traveller's Tales,0.0,1030000.0,440000.0,430000.0,0.0,170000.0,2008-06-03,3.87,300.0,"Family, Platformer, Adventure, Action",1,Bom
PS3,Dead Space 3,Electronic Arts,Visceral Games,0.0,1020000.0,450000.0,400000.0,0.0,170000.0,2013-02-05,3.64,755.0,"Shooter, Action",1,Bom
PS3,LEGO Jurassic World,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,1020000.0,360000.0,490000.0,0.0,170000.0,2015-06-12,3.72,204.0,"Family, Adventure, Action, Puzzle",1,Bom
PS4,Steep,Ubisoft,Ubisoft Annecy,0.0,1010000.0,230000.0,600000.0,20000.0,150000.0,2016-12-02,3.48,881.0,"Action, Simulation, Sports",1,Bom
PS4,LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,1010000.0,310000.0,530000.0,10000.0,160000.0,2016-01-26,3.66,225.0,"Adventure, Action",1,Bom
PS4,Evolve,2K Games,Turtle Rock Studios,0.0,1010000.0,380000.0,410000.0,50000.0,160000.0,2015-02-10,2.71,223.0,"Shooter, Action",1,Regular
PS3,F1 2012,Codemasters,Codemasters Birmingham,0.0,1010000.0,120000.0,650000.0,50000.0,180000.0,2012-09-18,3.78,46.0,"Racing, Sports",1,Bom
PS3,EyePet,Sony Computer Entertainment,SCEE London Studio,0.0,1010000.0,370000.0,520000.0,40000.0,90000.0,2010-09-17,2.87,30.0,Family,1,Regular
PS4,MLB 15: The Show,Sony Computer Entertainment America,SCE San Diego Studio,0.0,1010000.0,750000.0,80000.0,0.0,190000.0,2015-03-31,3.5,12.0,Sports,1,Bom
PS3,Guitar Hero: Aerosmith,Activision,Neversoft,0.0,1000000.0,730000.0,150000.0,0.0,110000.0,2008-06-29,3.66,47.0,Arcade,1,Bom
PS3,Rayman Origins,Ubisoft,Ubisoft,0.0,1000000.0,330000.0,500000.0,10000.0,160000.0,2011-11-15,4.13,758.0,"Family, Platformer, Arcade, Action",1,Excelente
PS3,DiRT 2,Codemasters,Codemasters,0.0,990000.0,270000.0,530000.0,0.0,190000.0,2009-09-08,,,Unknown,0,Sem Avaliação
PS3,Haze,Ubisoft,Free Radical Design,0.0,990000.0,490000.0,330000.0,20000.0,150000.0,2008-05-20,2.71,23.0,"Shooter, Action",1,Regular
PS3,Tales of Graces f,Namco Bandai,Namco Tales Studio,0.0,990000.0,280000.0,190000.0,450000.0,70000.0,2012-03-13,3.87,45.0,RPG,1,Bom
PS3,PlayStation All-Stars Battle Royale,Sony Computer Entertainment,SuperBot Entertainment,0.0,990000.0,500000.0,280000.0,40000.0,160000.0,2012-11-20,3.03,262.0,"Family, Massively Multiplayer, Arcade, Fighting",1,Bom
PS4,WWE 2K19,2K Sports,Visual Concepts,0.0,980000.0,360000.0,460000.0,0.0,160000.0,2018-10-09,3.6,105.0,"Simulation, Sports",1,Bom
PS3,Sniper Elite V2,505 Games,Rebellion Developments,0.0,980000.0,380000.0,400000.0,60000.0,150000.0,2012-05-02,3.4,847.0,"Shooter, Action",1,Bom
PS4,Injustice: Gods Among Us Ultimate Edition,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,980000.0,460000.0,350000.0,0.0,170000.0,2013-11-15,3.53,1414.0,"Arcade, Action, Fighting",1,Bom
PS3,The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,TT Fusion,0.0,980000.0,330000.0,470000.0,30000.0,160000.0,2014-02-07,,,Unknown,0,Sem Avaliação
PS3,Tom Clancy's Splinter Cell: Blacklist,Ubisoft,Ubisoft Toronto,0.0,980000.0,340000.0,440000.0,60000.0,150000.0,2013-08-20,,,Unknown,0,Sem Avaliação
PS3,South Park: The Stick of Truth,Ubisoft,Obsidian Entertainment,0.0,970000.0,440000.0,360000.0,0.0,160000.0,2014-03-04,4.22,1699.0,"Adventure, RPG",1,Excelente
PS3,Madden NFL 08,EA Sports,EA Tiburon,0.0,970000.0,890000.0,10000.0,0.0,80000.0,2007-08-14,3.38,24.0,Sports,1,Bom
PS4,EA Sports UFC 3,EA Sports,EA Vancouver,0.0,970000.0,400000.0,410000.0,10000.0,160000.0,2018-02-02,3.58,318.0,Sports,1,Bom
PS3,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft,Ubisoft Paris,0.0,960000.0,410000.0,330000.0,90000.0,130000.0,2012-05-22,3.66,189.0,"Shooter, Action",1,Bom
PS3,Sonic & SEGA All-Stars Racing,Sega,Sumo Digital,0.0,960000.0,360000.0,440000.0,0.0,160000.0,2010-02-23,3.69,143.0,Racing,1,Bom
PS4,MLB 16: The Show,Sony Computer Entertainment America,SCE San Diego Studio,0.0,960000.0,780000.0,0.0,0.0,180000.0,2016-03-29,3.88,17.0,Sports,1,Bom
PS4,Madden NFL 25,EA Sports,EA Tiburon,0.0,960000.0,640000.0,150000.0,0.0,170000.0,2013-11-15,2.93,41.0,Sports,1,Regular
PS3,LEGO Pirates of the Caribbean: The Video Game,Disney Interactive Studios,Traveller's Tales,0.0,960000.0,360000.0,440000.0,0.0,160000.0,2011-05-10,3.93,160.0,"Adventure, Action",1,Bom
PS3,White Knight Chronicles: International Edition,Sony Computer Entertainment,Level 5,0.0,950000.0,340000.0,160000.0,360000.0,90000.0,2010-02-02,,,Unknown,0,Sem Avaliação
PS3,Lost Planet 2,Capcom,Capcom,0.0,950000.0,290000.0,340000.0,200000.0,120000.0,2010-05-11,3.35,216.0,"Shooter, Adventure, Action",1,Bom
PS3,LEGO Harry Potter: Years 5-7,Warner Bros. Interactive,Traveller's Tales,0.0,950000.0,360000.0,450000.0,0.0,150000.0,2011-11-11,3.7,291.0,Action,1,Bom
PS3,Driver: San Francisco,Ubisoft,Ubisoft Reflections,0.0,950000.0,240000.0,530000.0,10000.0,170000.0,2011-09-06,,,Unknown,0,Sem Avaliação
PS3,Brutal Legend,Electronic Arts,Double Fine Productions,0.0,940000.0,540000.0,270000.0,0.0,130000.0,2009-10-13,3.64,1090.0,"Strategy, Action",1,Bom
PS3,EA Sports Active 2,Electronic Arts,EA Vancouver,0.0,940000.0,540000.0,270000.0,0.0,120000.0,2010-11-16,2.57,7.0,Sports,1,Regular
PS4,Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,940000.0,370000.0,420000.0,0.0,160000.0,2014-11-11,3.62,227.0,"Family, Adventure, Action",1,Bom
PS3,Brothers In Arms: Hell's Highway,Ubisoft,Gearbox Software,0.0,940000.0,450000.0,340000.0,0.0,150000.0,2008-09-23,3.92,150.0,"Shooter, Action",1,Bom
PS3,Skylanders: Spyro's Adventure,Activision,Toys for Bob,0.0,940000.0,390000.0,400000.0,0.0,150000.0,2011-10-16,,,Unknown,0,Sem Avaliação
PS3,WWE SmackDown vs. Raw 2009,THQ,Yuke's Media Creations,0.0,940000.0,510000.0,300000.0,10000.0,120000.0,2008-11-09,3.74,55.0,"Action, Fighting, Sports",1,Bom
PS3,SingStar Abba,Sony Computer Entertainment,SCEE London Studio,0.0,930000.0,270000.0,510000.0,0.0,160000.0,2008-12-02,0.0,1.0,"Family, Arcade",1,Ruim
PS3,NCAA Football 13,EA Sports,EA Tiburon,0.0,930000.0,820000.0,0.0,0.0,110000.0,2012-07-10,2.87,15.0,Sports,1,Regular
PS3,MLB 12: The Show,Sony Computer Entertainment America,SCE San Diego Studio,0.0,930000.0,860000.0,0.0,0.0,70000.0,2012-03-06,,,Unknown,0,Sem Avaliação
PS3,Jak and Daxter Collection,Sony Computer Entertainment,Naughty Dog,0.0,930000.0,600000.0,180000.0,0.0,150000.0,2012-02-07,4.29,15.0,"Arcade, Adventure, Action",1,Excelente
PS3,SSX,EA Sports,EA Canada,0.0,920000.0,350000.0,420000.0,20000.0,130000.0,2012-02-28,3.5,164.0,"Arcade, Sports",1,Bom
PS3,BUZZ! Quiz World,Sony Computer Entertainment,Magenta Software,0.0,920000.0,160000.0,580000.0,0.0,180000.0,2009-11-10,0.0,3.0,Unknown,1,Ruim
PS3,NCAA Football 14,EA Sports,EA Tiburon,0.0,920000.0,750000.0,0.0,0.0,170000.0,2013-07-09,3.91,22.0,Sports,1,Bom
PS3,Operation Flashpoint: Dragon Rising,Codemasters,Codemasters,0.0,910000.0,230000.0,460000.0,50000.0,170000.0,2009-10-06,2.78,173.0,"Shooter, Action",1,Regular
PS3,Crysis 3,Electronic Arts,Crytek,0.0,910000.0,260000.0,480000.0,30000.0,140000.0,2013-02-19,3.69,672.0,"Strategy, Shooter, Adventure, Action",1,Bom
PS3,Dynasty Warriors 7,Tecmo Koei,Omega Force,0.0,910000.0,250000.0,140000.0,460000.0,60000.0,2011-03-29,3.78,18.0,"Action, Fighting",1,Bom
PS3,Mx vs. ATV Reflex,THQ,Rainbow Studios,0.0,910000.0,520000.0,260000.0,0.0,130000.0,2009-12-01,,,Unknown,0,Sem Avaliação
PS3,Homefront,THQ,Kaos Studios,0.0,900000.0,320000.0,400000.0,40000.0,150000.0,2011-03-15,2.96,815.0,Shooter,1,Regular
PS3,SOCOM 4: U.S. Navy SEALs,Sony Computer Entertainment,Zipper Interactive,0.0,900000.0,660000.0,120000.0,40000.0,90000.0,2011-04-19,2.88,16.0,"Shooter, Action",1,Regular
PS3,DJ Hero,Activision,FreeStyleGames,0.0,900000.0,420000.0,340000.0,0.0,150000.0,2009-10-27,3.85,26.0,Arcade,1,Bom
PS4,Final Fantasy X / X-2 HD Remaster,Square Enix,Square Enix,0.0,900000.0,340000.0,360000.0,70000.0,140000.0,2015-05-12,,,Unknown,0,Sem Avaliação
PS3,LEGO Indiana Jones 2: The Adventure Continues,LucasArts,Traveller's Tales,0.0,900000.0,470000.0,300000.0,0.0,130000.0,2009-11-17,3.66,160.0,"Family, Adventure, Action",1,Bom
PS3,James Cameron's Avatar: The Game,Ubisoft,Ubisoft Montreal,0.0,900000.0,320000.0,430000.0,0.0,150000.0,2009-12-01,2.93,145.0,"Shooter, Action",1,Regular
PS3,The Simpsons Game,Electronic Arts,EA Redwood Shores,0.0,890000.0,380000.0,360000.0,0.0,140000.0,2007-10-30,3.75,121.0,"Platformer, Arcade",1,Bom
PS3,Pure,Disney Interactive Studios,Black Rock Studio,0.0,890000.0,420000.0,330000.0,0.0,140000.0,2008-09-16,3.58,164.0,"Racing, Arcade",1,Bom
PS4,Fortnite,Gearbox Software,Epic Games,0.0,890000.0,420000.0,320000.0,0.0,150000.0,2017-07-21,,,Unknown,0,Sem Avaliação
PS3,Minecraft: Story Mode,Mojang,Telltale Games,0.0,890000.0,320000.0,430000.0,0.0,150000.0,2015-10-27,3.4,324.0,"Adventure, Action",1,Bom
PS3,Tiger Woods PGA Tour 12: The Masters,EA Sports,EA Tiburon,0.0,890000.0,520000.0,250000.0,0.0,110000.0,2011-03-29,0.0,4.0,Sports,1,Ruim
PS4,Ni no Kuni II: Revenant Kingdom,Namco Bandai Games,Level 5,0.0,890000.0,330000.0,310000.0,120000.0,130000.0,2018-03-23,3.89,432.0,"Adventure, RPG",1,Bom
PS3,God of War Saga,Sony Computer Entertainment,SCEA Santa Monica Studio,0.0,890000.0,740000.0,0.0,0.0,150000.0,2012-08-28,0.0,1.0,"Adventure, Action",1,Ruim
PS4,God of War III Remastered,Sony Computer Entertainment,SCEA Santa Monica Studio,5620000.0,890000.0,400000.0,330000.0,20000.0,150000.0,2015-07-14,4.12,1043.0,"Adventure, Action",1,Excelente
PS3,The Tomb Raider Trilogy,Square Enix,Crystal Dynamics,0.0,890000.0,270000.0,480000.0,0.0,140000.0,2011-03-22,0.0,5.0,Action,1,Ruim
PS3,Call of Juarez: Bound in Blood,Ubisoft,Techland,0.0,880000.0,350000.0,380000.0,10000.0,150000.0,2009-06-30,3.91,311.0,"Shooter, Action",1,Bom
PS3,Buzz! Quiz TV,Sony Computer Entertainment,Relentless Software,0.0,880000.0,280000.0,470000.0,0.0,130000.0,2008-09-23,0.0,3.0,"Casual, Family",1,Ruim
PS3,LittleBigPlanet Karting,Sony Computer Entertainment,United Front Games,0.0,880000.0,420000.0,310000.0,10000.0,140000.0,2012-11-06,3.11,151.0,"Racing, Arcade, Action",1,Bom
PS4,LEGO Harry Potter Collection,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,880000.0,70000.0,680000.0,0.0,130000.0,2016-10-18,3.78,77.0,"Casual, Adventure, Action",1,Bom
PS3,The Evil Within,Bethesda Softworks,Tango Gameworks,0.0,870000.0,270000.0,350000.0,130000.0,120000.0,2014-10-14,3.97,1156.0,"Shooter, Adventure, Action",1,Bom
PS4,Minecraft: Story Mode,Mojang,Telltale Games,0.0,870000.0,310000.0,420000.0,0.0,140000.0,2015-10-27,3.4,324.0,"Adventure, Action",1,Bom
PS3,Mercenaries 2: World in Flames,Electronic Arts,Pandemic Studios,0.0,870000.0,290000.0,400000.0,20000.0,160000.0,2008-08-31,3.28,159.0,"Racing, Shooter, Action",1,Bom
PS3,Final Fantasy XIV Online,Square Enix,Square Enix,0.0,870000.0,390000.0,90000.0,280000.0,110000.0,2013-08-27,,,Unknown,0,Sem Avaliação
PS4,BioShock: The Collection,2K Games,"Blind Squirrel Digital, Inc",0.0,860000.0,410000.0,280000.0,30000.0,140000.0,2016-09-13,4.49,220.0,"Shooter, Action",1,Excelente
PS3,Beijing 2008,Sega,Eurocom Entertainment Software,0.0,860000.0,140000.0,540000.0,10000.0,170000.0,2008-07-08,,,Unknown,0,Sem Avaliação
PS4,Thief,Square Enix,Eidos Montreal,0.0,850000.0,280000.0,410000.0,30000.0,130000.0,2014-02-25,3.27,1270.0,"Adventure, Action",1,Bom
PS3,Darksiders II,THQ,Vigil Games,0.0,850000.0,350000.0,370000.0,10000.0,130000.0,2012-08-14,3.74,971.0,"Action, RPG",1,Bom
PS3,Dragon Ball Z: Burst Limit,Atari,Dimps Corporation,0.0,850000.0,220000.0,340000.0,180000.0,120000.0,2008-06-10,3.34,44.0,"Arcade, Action, Fighting",1,Bom
PS3,Ninja Gaiden Sigma 2,Tecmo Koei,Team Ninja,0.0,850000.0,520000.0,160000.0,80000.0,100000.0,2009-09-29,4.06,16.0,"Adventure, Action",1,Excelente
PS4,Until Dawn: Rush of Blood,Sony Interactive Entertainment,Supermassive Games Ltd.,0.0,850000.0,500000.0,210000.0,0.0,150000.0,2016-10-13,3.69,149.0,Action,1,Bom
PS4,Farming Simulator 17,Focus Home Interactive,Giants Software,0.0,850000.0,190000.0,520000.0,10000.0,130000.0,2016-10-25,3.72,82.0,Simulation,1,Bom
PS3,Kingdoms of Amalur: Reckoning,Electronic Arts,38 Studios,0.0,850000.0,370000.0,290000.0,90000.0,100000.0,2012-02-07,3.62,474.0,"Adventure, Action, RPG",1,Bom
PS3,NCAA Football 11,EA Sports,EA Tiburon,0.0,850000.0,790000.0,0.0,0.0,60000.0,2010-07-13,3.47,17.0,Sports,1,Bom
PS4,Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,0.0,850000.0,310000.0,400000.0,0.0,140000.0,2015-08-30,0.0,0.0,"Adventure, Action, Fighting, Puzzle, Platformer",1,Ruim
PS3,Army of Two: The 40th Day,Electronic Arts,EA Montreal,0.0,850000.0,440000.0,270000.0,10000.0,130000.0,2010-01-12,3.59,159.0,"Shooter, Adventure, Action",1,Bom
PS3,Street Fighter X Tekken,Capcom,Capcom,0.0,840000.0,420000.0,220000.0,100000.0,100000.0,2012-03-06,3.31,175.0,"Action, Fighting",1,Bom
PS3,Skate 2,Electronic Arts,EA Black Box,0.0,840000.0,460000.0,250000.0,10000.0,120000.0,2009-01-21,4.2,115.0,"Arcade, Sports",1,Excelente
PS3,Ghostbusters: The Video Game,Atari,Terminal Reality,0.0,840000.0,340000.0,360000.0,0.0,140000.0,2009-06-16,3.6,100.0,Action,1,Bom
PS3,Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,840000.0,340000.0,360000.0,0.0,140000.0,2014-11-11,3.62,227.0,"Family, Adventure, Action",1,Bom
PS3,NBA 2K10,2K Sports,Visual Concepts,0.0,840000.0,750000.0,10000.0,10000.0,70000.0,2009-10-06,3.56,25.0,Sports,1,Bom
PS3,MLB 13: The Show,Sony Computer Entertainment America,SCE San Diego Studio,0.0,840000.0,680000.0,0.0,0.0,160000.0,2013-03-05,0.0,3.0,Sports,1,Ruim
PS3,Sniper: Ghost Warrior,City Interactive,City Interactive,0.0,830000.0,300000.0,350000.0,40000.0,140000.0,2011-06-28,3.0,245.0,"Shooter, Action",1,Bom
PS3,Dragon Age II,Electronic Arts,BioWare Corp.,0.0,830000.0,400000.0,260000.0,50000.0,120000.0,2011-03-08,,,Unknown,0,Sem Avaliação
PS3,NCAA Football 12,EA Sports,EA Tiburon,0.0,830000.0,780000.0,0.0,0.0,60000.0,2011-07-12,3.24,17.0,"Simulation, Sports",1,Bom
PS3,Tiger Woods PGA Tour 11,EA Sports,EA Tiburon,0.0,830000.0,370000.0,340000.0,0.0,130000.0,2010-06-08,2.43,7.0,Sports,1,Regular
PS3,Twisted Metal (2012),Sony Computer Entertainment,Eat Sleep Play,0.0,830000.0,670000.0,70000.0,0.0,90000.0,2012-02-14,,,Unknown,0,Sem Avaliação
PS3,Dragon Ball: Raging Blast 2,Namco Bandai,Spike,0.0,830000.0,430000.0,190000.0,110000.0,100000.0,2010-11-02,3.51,31.0,Fighting,1,Bom
PS3,Time Crisis 4,Namco Bandai,Bandai Namco Games,0.0,830000.0,320000.0,320000.0,50000.0,140000.0,2007-11-20,0.0,2.0,Unknown,1,Ruim
PS3,The Lord of the Rings: War in the North,Warner Bros. Interactive,Snowblind Studios,0.0,820000.0,250000.0,430000.0,10000.0,120000.0,2011-11-01,,,Unknown,0,Sem Avaliação
PS3,The Walking Dead: A Telltale Games Series,Telltale Games,Telltale Games,0.0,820000.0,400000.0,250000.0,30000.0,140000.0,2012-11-20,,,Unknown,0,Sem Avaliação
PS4,Pro Evolution Soccer 2016,Konami Digital Entertainment,PES Productions,0.0,820000.0,140000.0,430000.0,140000.0,100000.0,2015-09-15,3.47,96.0,Sports,1,Bom
PS4,The Crew 2,Ubisoft,Ivory Tower,0.0,820000.0,220000.0,420000.0,50000.0,120000.0,2018-06-29,3.18,328.0,"Racing, Massively Multiplayer, Action",1,Bom
PS4,ARK: Survival Evolved,Studio Wildcard,Studio Wildcard,1000000.0,810000.0,280000.0,290000.0,140000.0,110000.0,2017-08-29,3.07,657.0,"Adventure, Action, RPG, Indie, Massively Multiplayer",1,Bom
PS3,DmC Devil May Cry,Capcom,Ninja Theory,0.0,810000.0,240000.0,290000.0,190000.0,100000.0,2013-01-15,,,Unknown,0,Sem Avaliação
PS3,NCAA Football 10,EA Sports,EA Tiburon,0.0,810000.0,750000.0,0.0,0.0,60000.0,2009-07-14,3.77,13.0,"Simulation, Sports",1,Bom
PS4,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Square Enix,Square Enix,0.0,810000.0,210000.0,140000.0,390000.0,70000.0,2015-10-13,,,Unknown,0,Sem Avaliação
PS3,Guitar Hero: Warriors of Rock,Activision,Neversoft Entertainment,0.0,810000.0,330000.0,350000.0,0.0,130000.0,2010-09-28,4.08,36.0,Arcade,1,Excelente
PS3,Madden NFL 16,EA Sports,EA Tiburon,0.0,810000.0,600000.0,70000.0,0.0,150000.0,2015-08-25,2.94,64.0,Sports,1,Regular
PS3,LEGO Dimensions,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,810000.0,260000.0,410000.0,0.0,130000.0,2015-09-27,3.51,65.0,"Adventure, Action",1,Bom
PS3,SingStar Vol. 2,Sony Computer Entertainment,SCEE London Studio,0.0,810000.0,290000.0,390000.0,0.0,120000.0,2008-10-28,,,Unknown,0,Sem Avaliação
PS3,WWE 2K15,2K Sports,Visual Concepts,0.0,800000.0,370000.0,290000.0,0.0,130000.0,2014-10-28,3.18,90.0,"Fighting, Sports",1,Bom
PS3,The Amazing Spider-Man (2012),Activision,Beenox,0.0,800000.0,310000.0,360000.0,0.0,120000.0,2012-06-26,,,Unknown,0,Sem Avaliação
PS4,Final Fantasy XIV: A Realm Reborn,Square Enix,Square Enix,0.0,790000.0,350000.0,230000.0,80000.0,120000.0,2014-04-14,4.22,304.0,"Massively Multiplayer, RPG",1,Excelente
PS3,NBA 2K16,2K Sports,Visual Concepts,0.0,790000.0,490000.0,120000.0,50000.0,130000.0,2015-09-29,2.97,315.0,Sports,1,Regular
PS4,Assassin's Creed The Ezio Collection,Ubisoft,Ubisoft,0.0,790000.0,140000.0,520000.0,20000.0,120000.0,2016-11-15,,,Unknown,0,Sem Avaliação
PS3,Tiger Woods PGA Tour 10,EA Sports,EA Tiburon,0.0,780000.0,420000.0,250000.0,0.0,110000.0,2009-06-08,3.5,6.0,Sports,1,Bom
PS4,Hitman,Square Enix,IO Interactive,0.0,780000.0,240000.0,360000.0,60000.0,110000.0,2017-01-31,3.93,2015.0,"Shooter, Action, Simulation",1,Bom
PS3,Goldeneye 007: Reloaded,Activision,Eurocom,0.0,780000.0,330000.0,330000.0,0.0,120000.0,2011-11-01,3.88,8.0,"Shooter, Action",1,Bom
PS3,DJ Hero 2,Activision,FreeStyle Games,0.0,780000.0,490000.0,190000.0,0.0,100000.0,2010-10-19,4.15,13.0,Arcade,1,Excelente
PS3,Sid Meier's Civilization Revolution,2K Games,Firaxis Games,0.0,780000.0,490000.0,190000.0,10000.0,90000.0,2008-07-08,3.55,29.0,"Strategy, Simulation",1,Bom
PS4,Destiny: The Collection,Activision,Bungie,0.0,780000.0,240000.0,400000.0,20000.0,120000.0,2016-09-19,,,Unknown,0,Sem Avaliação
PS4,F1 2016,Codemasters,Codemasters,0.0,780000.0,70000.0,560000.0,30000.0,110000.0,2017-01-01,3.78,54.0,"Racing, Sports",1,Bom
PS3,Prototype 2,Activision,Radical Entertainment,0.0,770000.0,380000.0,280000.0,0.0,110000.0,2012-04-24,3.79,602.0,"Adventure, Action",1,Bom
PS3,Persona 4 Arena,Atlus,Arc System Works,0.0,770000.0,320000.0,120000.0,240000.0,80000.0,2012-08-07,3.84,37.0,Fighting,1,Bom
PS3,Dragon Ball: Raging Blast,Namco Bandai,Spike,0.0,770000.0,370000.0,190000.0,110000.0,100000.0,2009-11-10,3.26,41.0,Fighting,1,Bom
PS4,Pro Evolution Soccer 2015,Konami Digital Entertainment,PES Productions,0.0,760000.0,90000.0,450000.0,120000.0,100000.0,2014-11-11,3.41,111.0,Sports,1,Bom
PS3,Duke Nukem Forever,2K Games,Gearbox Software,0.0,760000.0,330000.0,310000.0,0.0,110000.0,2011-06-14,2.88,551.0,"Shooter, Action",1,Regular
PS3,Resident Evil: Revelations,Capcom,Capcom,0.0,760000.0,140000.0,320000.0,220000.0,90000.0,2013-05-21,,,Unknown,0,Sem Avaliação
PS3,Band Hero,Activision,Neversoft Entertainment,0.0,760000.0,410000.0,230000.0,0.0,120000.0,2009-11-03,3.52,23.0,Arcade,1,Bom
PS3,Genji: Days of the Blade,Sony Computer Entertainment,Game Republic,0.0,750000.0,180000.0,380000.0,60000.0,140000.0,2006-11-14,0.0,1.0,"Adventure, Action",1,Ruim
PS3,Ratchet & Clank Collection,Sony Computer Entertainment,Idol Minds,0.0,750000.0,470000.0,140000.0,20000.0,120000.0,2012-08-28,4.21,27.0,"Arcade, Action",1,Excelente
PS4,Disney Infinity 2.0: Marvel Super Heroes,Disney Interactive Studios,Avalanche Software,0.0,750000.0,370000.0,250000.0,0.0,130000.0,2014-09-23,,,Unknown,0,Sem Avaliação
PS4,Pro Evolution Soccer 2017,Konami Digital Entertainment,PES Productions,0.0,750000.0,80000.0,410000.0,180000.0,90000.0,2016-09-13,3.71,133.0,"Simulation, Sports",1,Bom
PS4,Pro Evolution Soccer 2018,Konami Digital Entertainment,Konami Digital Entertainment,0.0,750000.0,120000.0,360000.0,190000.0,90000.0,2017-09-12,3.48,173.0,Sports,1,Bom
PS3,Kane & Lynch: Dead Men,Eidos Interactive,IO Interactive,0.0,750000.0,290000.0,320000.0,10000.0,130000.0,2007-11-13,,,Unknown,0,Sem Avaliação
PS4,LEGO City Undercover,Warner Bros. Interactive Entertainment,TT Fusion,0.0,750000.0,170000.0,460000.0,10000.0,120000.0,2017-04-04,3.93,163.0,"Adventure, Action",1,Bom
PS3,The Lord of the Rings: Conquest,Electronic Arts,Pandemic Studios,0.0,750000.0,380000.0,260000.0,0.0,110000.0,2009-01-13,3.28,109.0,"Action, Fighting",1,Bom
PS4,Sniper Elite III,505 Games,Rebellion Developments,0.0,740000.0,250000.0,370000.0,0.0,120000.0,2014-07-01,,,Unknown,0,Sem Avaliação
PS3,Red Faction: Guerrilla,THQ,Volition Inc.,0.0,740000.0,330000.0,270000.0,20000.0,120000.0,2009-06-02,3.67,626.0,"Shooter, Action",1,Bom
PS3,X-Men Origins: Wolverine - Uncaged Edition,Activision,Raven Software,0.0,740000.0,310000.0,310000.0,0.0,120000.0,2009-05-01,,,Unknown,0,Sem Avaliação
PS3,Ace Combat: Assault Horizon,Namco Bandai,Project ACES,0.0,740000.0,300000.0,160000.0,220000.0,70000.0,2011-10-11,3.5,43.0,"Shooter, Action, Simulation",1,Bom
PS3,Marvel: Ultimate Alliance 2,Activision,Vicarious Visions,0.0,740000.0,490000.0,160000.0,0.0,90000.0,2009-09-15,3.74,187.0,"Arcade, Adventure, Action, RPG",1,Bom
PS3,The Godfather II,Electronic Arts,EA Redwood Shores,0.0,740000.0,410000.0,210000.0,10000.0,100000.0,2009-04-07,3.59,160.0,"Strategy, Action",1,Bom
PS3,Resonance of Fate,Sega,tri-Ace,0.0,740000.0,200000.0,220000.0,240000.0,80000.0,2010-03-16,3.67,52.0,RPG,1,Bom
PS3,Naruto Shippuden: Ultimate Ninja Storm Generations,Namco Bandai Games,CyberConnect2,0.0,740000.0,270000.0,250000.0,140000.0,90000.0,2012-03-13,3.5,64.0,"Arcade, Fighting",1,Bom
PS3,Tiger Woods PGA Tour 08,Electronic Arts,EA Redwood Shores,0.0,730000.0,220000.0,380000.0,0.0,140000.0,2007-08-28,3.12,8.0,Sports,1,Bom
PS3,Split/Second,Disney Interactive Studios,Black Rock Studio,0.0,730000.0,310000.0,300000.0,10000.0,110000.0,2010-05-18,3.95,374.0,"Racing, Arcade, Action",1,Bom
PS3,Star Ocean: The Last Hope International,Square Enix,tri-Ace,0.0,730000.0,280000.0,150000.0,220000.0,70000.0,2010-02-09,,,Unknown,0,Sem Avaliação
